id	broker_name	collected_by	center_name
374		CA DPH Viral and Rickettsial Disease Laboratory	SUB10187736
375		County of San Luis Obispo Public Health Laboratory	SUB10187736
376		Orange County Public Health Lab	SUB10187736
377		Contra Costa County Public Health Lab	SUB10187736
378		Humboldt County Public Health Laboratory	SUB10187736
379		UC Davis- Department of Pathology and Laboratory Medicine	SUB10187736
380		Madera County Department of Public Health	SUB10187736
381		California Institute of Technology	SUB10187736
382		The Ashley Laboratory, Stanford University	SUB10187803
383		Santa Clara County Public Health Laboratory	SUB10187803
384		UCSF Clinical Microbiology Laboratory	SUB10187803
385		Orange County Public Health Lab	SUB10187803
386		County of San Luis Obispo Public Health Laboratory	SUB10187803
387		Madera County Department of Public Health	SUB10187803
388			SUB10188111
389		North Carolina State Laboratory of Public Health	SUB10190804
390		Texas Department of State Health Services	SUB10191966
391		CDPHE	SUB10192008
392		Utah Public Health Laboratory	SUB10192556
393			SUB10192815
394		North Carolina State Laboratory of Public Health	SUB10195034
395		Utah Public Health Laboratory	SUB10195406
396		Texas Department of State Health Services	SUB10196053
397		CDPHE	SUB10198093
398		CDPHE	SUB10198198
399		Texas Department of State Health Services	SUB10202714
400		Pennsylvania Department of Health Bureau of Laboratories	SUB10204023
401		Rhode Island State Health Laboratories	SUB10204287
402		Rhode Island State Health Laboratories	SUB10204975
403		Texas Department of State Health Services	SUB10212228
404		Texas Department of State Health Services	SUB10213161
405		New Mexico Department of Health Scientific Laboratory	SUB10213169
406		Rhode Island State Health Laboratories	SUB10214561
407		Utah Public Health Laboratory	SUB10214773
408		Utah Public Health Laboratory	SUB10214775
409		National Health Service Laboratory	SUB10218909
410		New Mexico Department of Health Scientific Laboratory	SUB10220249
411		New Mexico Department of Health Scientific Laboratory	SUB10221066
412		Pennsylvania Department of Health Bureau of Laboratories	SUB10223991
413		Texas Department of State Health Services	SUB10225066
414		AFRIMS	SUB10227971
415		National Health Service Laboratory	SUB10228179
416		CDPHE	SUB10228385
417		Ms. Lauren Wattay of BIOQUAL	SUB10228816
418		CDPHE	SUB10229225
419		Hajar Fauzan Bin Ahmad	SUB10231194
420		GMERS Medical College, Valsad	SUB10233692
421		Neuberg Supratech Refrence Laboratory, Surat	SUB10233692
422		PanGenomics, Ahmedabad	SUB10233692
423		Supratech Micropath Laboratory Research Institute Pvt Ltd, Ahmedabad	SUB10233692
424		College of veterinary Science and A.H Dantiwada	SUB10233692
425		Mount Sinai Laboratory	SUB10236438
426		Utah Public Health Laboratory	SUB10236574
427		North Carolina State Laboratory of Public Health	SUB10254472
428		CDPH VBL	SUB10254588
429		Pandemic Response Lab - NYC	SUB10255142
430		New Mexico Department of Health Scientific Laboratory	SUB10255590
431		New Mexico Department of Health Scientific Laboratory	SUB10255795
432		CDPHE	SUB10256157
433		Utah Public Health Laboratory	SUB10256749
434			SUB10256765
435		Delaware Public Health Lab	SUB10259447
436		CDPHE	SUB10260395
437		CDPHE	SUB10260456
438		New Mexico Department of Health Scientific Laboratory	SUB10260467
439		Pandemic Response Lab - NYC	SUB10260641
440		Pandemic Response Lab - NYC	SUB10260643
441		South Dakota Public Health Laboratory	SUB10260685
442		Pennsylvania Department of Health Bureau of Laboratories	SUB10265714
443		Pandemic Response Lab - NYC	SUB10265751
444		Pandemic Response Lab - NYC	SUB10265791
445		Pandemic Response Lab - NYC	SUB10265928
446		Pandemic Response Lab - NYC	SUB10266087
447		Pandemic Response Lab - NYC	SUB10266132
448		Pandemic Response Lab - NYC	SUB10266180
449		BIOQUAL	SUB10266876
450		Ahmed Babiker	SUB10267253
451		Pandemic Response Lab - NYC	SUB10267805
452		National Health Laboratory Service	SUB10274307
453		Africa Health Research Institute	SUB10274307
454		Sisonke - BARC SA	SUB10274307
455		Shabir Madhi-Wits VIDA	SUB10274307
456		University of Cape-Town	SUB10274307
457		Netcare Umhlanga Hospital	SUB10274307
458		CDPH VBL	SUB10275092
459		Ahmed Babiker	SUB10275575
460		Yun F (Wayne) Wang	SUB10275575
461		Ahmed Babiker	SUB10275781
462		National Health Laboratory Service	SUB10282893
463		Africa Health Research Institute	SUB10282893
464		Netcare St Augustines Hospital	SUB10282893
465		Rhode Island State Health Laboratories	SUB10284311
466		Utah Public Health Laboratory	SUB10284677
467		thuringian state office of consumer protection (TLV)	SUB10295990
468			SUB10295990
469		university hospital jena	SUB10295990
470		NJDOH, Public Health and Environmental Laboratories	SUB10296103
471		New Mexico Department of Health Scientific Laboratory	SUB10296236
472		Rhode Island State Health Laboratories	SUB10297006
473		Texas Department of State Health Services	SUB10297078
474		Africa CDC	SUB10300741
475		Africa Centres for Disease Control and Prevention	SUB10301804
476		Africa Centres for Disease Control and Prevention	SUB10301823
477		Africa Centres for Disease Control and Prevention	SUB10301854
478		Africa Centres for Disease Control and Prevention	SUB10301894
479		South Dakota Public Health Laboratory	SUB10302012
480		Texas Department of State Health Services	SUB10302368
481		Wadsworth Center, NYS DoH	SUB10302382
482		Mount Sinai Laboratory	SUB10302382
483		Texas Department of State Health Services	SUB10303041
484		Clnica Cruz Jiminin	SUB10303789
485		Utah Public Health Laboratory	SUB10303821
486		CDPHE	SUB10303844
487		NJDOH, Public Health and Environmental Laboratories	SUB10303953
488		Clnica Cruz Jiminin	SUB10305101
489		National Health Laboratory Service	SUB10306405
490		CDPHE	SUB10307076
491		CDPHE	SUB10307086
492		NJDOH, Public Health and Environmental Laboratories	SUB10307196
493		New Mexico Department of Health Scientific Laboratory	SUB10308505
494		CDPHE	SUB10308557
495		CDPHE	SUB10308567
496		Utah Public Health Laboratory	SUB10308695
497		New Mexico Department of Health Scientific Laboratory	SUB10308698
498			SUB10308825
499		Molecular Pathology Laboratory, Univ. of Illinois at Chicago, 840 S Wood St, Chicago, IL 60612, USA	SUB10318057
500		GSI Lab	SUB10323873
501		CDPHE	SUB10328000
502		Smimer Medical College, Surat	SUB10332278
503		VRDL,Goverment Medical College Surat (GMC)	SUB10332278
504		Goverment Medical College, Surat	SUB10332278
505		VRDL, Goveronment Medical College, Bhavnagar	SUB10332278
506		N.H.L Municipal Medical College, Ahmedabad	SUB10332278
507		GMERS Medical College, Valsad	SUB10332278
508		VRDL,Goverment Medical College Surat (SMIMER)	SUB10332278
509		M.P Shah Goverment Medical College,Jamnagar	SUB10332278
510		GMERS Medical College, Gotri	SUB10332278
511		VRDL,Goverment College Bhavnagar	SUB10332278
512		GMERS Medical College Gotri Vadodara	SUB10332278
513		VRDL, P. D. U. Medical College, Rajkot	SUB10332278
514		GMERS Medical College, Junagadh	SUB10332278
515		BJ Medical College, Ahmedabad	SUB10332278
516		VRDL,Goverment Medical College Surat	SUB10332278
517		VRDL, Goverment Medical College, Surat (Valsad)	SUB10332278
518		VRDL, Goverment Medical College, Surat (smimer)	SUB10332278
519		VRDL, Goverment Medical College, Surat (Smimer)	SUB10332278
520		VRDL, Goverment Medical College, Surat	SUB10332278
521		Pennsylvania Department of Health Bureau of Laboratories	SUB10333173
522		Texas Department of State Health Services	SUB10333534
523		MRC-University of Glasgow Centre for Virus Research	SUB10333818
524		North Carolina State Laboratory of Public Health	SUB10335519
525		Pennsylvania Department of Health Bureau of Laboratories	SUB10342511
526		NJDOH, Public Health and Environmental Laboratories	SUB10342873
527		Texas Department of State Health Services	SUB10343449
528		New Mexico Department of Health Scientific Laboratory	SUB10346358
529		New Mexico Department of Health Scientific Laboratory	SUB10346428
530		Texas Department of State Health Services	SUB10354580
531		North Carolina State Laboratory of Public Health	SUB10354934
532		CDPH VBL	SUB10355497
533		CDPH VBL	SUB10355498
534		Utah Public Health Laboratory	SUB10356670
535		NJDOH, Public Health and Environmental Laboratories	SUB10359721
536		CDPHE	SUB10359748
537		CDPHE	SUB10359832
538		CDPHE	SUB10359861
539		CDPHE	SUB10359935
540		Texas Department of State Health Services	SUB10362205
541		Texas Department of State Health Services	SUB10362362
542			SUB10362548
543		self	SUB10362554
544		NJDOH, Public Health and Environmental Laboratories	SUB10365734
545		Ahmed Babiker	SUB10365816
546		Clinical Lab, Aga Khan University Hospital	SUB10367383
547			SUB10367881
548		NJDOH, Public Health and Environmental Laboratories	SUB10368428
549		Utah Public Health Laboratory	SUB10368620
550		Santa Clara County Public Health Laboratory	SUB10372242
551		UCSF Clinical Microbiology Laboratory	SUB10372242
552		Delaware Public Health Lab	SUB10376695
553		NJDOH, Public Health and Environmental Laboratories	SUB10376984
554		North Carolina State Laboratory of Public Health	SUB10377070
555			SUB10377079
556		Texas Department of State Health Services	SUB10377162
557		Texas Department of State Health Services	SUB10377235
558		NJDOH, Public Health and Environmental Laboratories	SUB10377424
559		RMS MOBILE BIOLOGICAL LAB	SUB10377559
560		RMS MOBILE BIOLOGICAL LAB	SUB10377795
561		not collected	SUB10377799
562		Utah Public Health Laboratory	SUB10377800
563		Utah Public Health Laboratory	SUB10377801
564		CDPHE	SUB10377804
565		CDPHE	SUB10380934
566		CDPHE	SUB10381060
567		CDPHE	SUB10381087
568		CDPH VBL	SUB10382168
569		NJDOH, Public Health and Environmental Laboratories	SUB10382330
570		Texas Department of State Health Services	SUB10382813
571		Utah Public Health Laboratory	SUB10389993
572		New Mexico Department of Health Scientific Laboratory	SUB10390036
573		NJDOH, Public Health and Environmental Laboratories	SUB10390221
574		HCO INST FORENSIC SCI - 1861 OLD SPANISH TRAIL	SUB10390552
575		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB10390552
576		ACRES HOME MSC - 6719 W MONTGOMERY RD	SUB10390552
577		HOUSTON TRANSITIONAL- 8550 JASON ST	SUB10390552
578		BROOKDALE WILLOWBROOKE - 13500 BRETON RIDGE ST	SUB10390552
579		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB10390552
580		KIRBY - 9250 KIRBY DRIVE, 2030	SUB10390552
581		TSU - 3100 CLEBURNE ST.	SUB10390552
582		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB10390552
583		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB10390552
584		TEXAS CHILDRENS HOSP. - 6621 FANNIN ST.	SUB10390552
585		HOUSTON HEIGHTS - 6534 STEUBNER AIRLINE RD	SUB10390552
586		THE CONCIERGE- 2310 Eldridge Pkwy S	SUB10390552
587		PARK MANOR OF SOUTH - 11902 RESOURCE PKWY	SUB10390552
588			SUB10390552
589		FORT BEND EMPLOYEE - 301 JACKSON STREET	SUB10390552
590		HARRIS COUNTY DETENTION	SUB10390552
591		DEERBROOK SKILLED NURSING - 9250 HUMBLE-WESTFIELD ROAD	SUB10390552
592		THE HALLMARK - 4718 HALLMARK DR	SUB10390552
593		HDHHS - 2250 HOLCOMBE BLVD	SUB10390552
594		GALVESTON COUNTY HLTH DST - PO BOX 939	SUB10390552
595		South Dakota Public Health Laboratory	SUB10392884
596		CDPH VBL	SUB10393776
597		Texas Department of State Health Services	SUB10394001
598		Texas Department of State Health Services	SUB10394486
599		NJDOH, Public Health and Environmental Laboratories	SUB10394711
600		CDPH VBL	SUB10394910
601		CDPH VBL	SUB10394911
602		CDPHE	SUB10398901
603		NJDOH, Public Health and Environmental Laboratories	SUB10400365
604		Delaware Public Health Lab	SUB10401771
605		NJDOH, Public Health and Environmental Laboratories	SUB10402261
606		Clinical Lab, Aga Khan University Hospital	SUB10405112
607		Kansas State University Veterinary Health Center	SUB10405374
608		Texas Department of State Health Services	SUB10406860
609		North Carolina State Laboratory of Public Health	SUB10407034
610		CDPHE	SUB10407572
611		Government Medical College (GMC), Surat	SUB10409679
612		SMIMER Hospital &amp; Medical College, Surat	SUB10409679
613		GMERS Medical College Gandhinagar	SUB10409679
614		N.H.L Municipal Medical College, Ahmedabad	SUB10409679
615		GMERS Medical College, Gotri	SUB10409679
616		GMER Medical Colleage Junagadh	SUB10409679
617		University of Freestate	SUB10414352
618		National Health Laboratory Service	SUB10414352
619		University of Pretoria	SUB10414352
620		Africa Health Research Institute	SUB10414352
621		NJDOH, Public Health and Environmental Laboratories	SUB10414633
622		Utah Public Health Laboratory	SUB10415302
623		New Mexico Department of Health Scientific Laboratory	SUB10415737
624		Africa Centres for Disease Control and Prevention	SUB10418378
625		CDPH VBL	SUB10419806
626		CDPH VBL	SUB10419813
627		North Carolina State Laboratory of Public Health	SUB10419814
628		CDPH VBL	SUB10419900
629		CSL FREMONT	SUB10419925
630		Utah Public Health Laboratory	SUB10420657
631		CDPHE	SUB10421509
632		CDPHE	SUB10421517
633		CDPHE	SUB10421519
634		CDPHE	SUB10421546
635		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB10421553
636		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB10421553
637		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB10421553
638		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB10421553
639		New Mexico Department of Health Scientific Laboratory	SUB10421910
640		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB10425795
641		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB10425795
642		THE CONCIERGE- 2310 Eldridge Pkwy S	SUB10425795
643		HCO INST FORENSIC SCI - 1861 OLD SPANISH TRAIL	SUB10425795
644		HDHHS - 2250 HOLCOMBE BLVD	SUB10425795
645		ACRES HOME MSC - 6719 W MONTGOMERY RD	SUB10425795
646		TSU - 3100 CLEBURNE ST.	SUB10425795
647		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB10425795
648		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB10425795
649		FORT BEND EMPLOYEE - 301 JACKSON STREET	SUB10425795
650		FORT BEND MEDICAL, EXAMINERS - 3840 BAMORE RD.	SUB10425795
651		MHHS-UNIVERSITY PLACE - 7480 BEECHNUT STREET	SUB10425795
652		NJDOH, Public Health and Environmental Laboratories	SUB10425906
653		Texas Department of State Health Services	SUB10426250
654		CDPH VBL	SUB10426286
655		CDPH VBL	SUB10426320
656		CDPH VBL	SUB10426388
657		Texas Department of State Health Services	SUB10426537
658		CDPH VBL	SUB10426552
659		CDPHE	SUB10426810
660		Texas Department of State Health Services	SUB10426934
661		CDPH VBL	SUB10427006
662		CDPH VBL	SUB10427008
663		Texas Department of State Health Services	SUB10427029
664		NJDOH, Public Health and Environmental Laboratories	SUB10428599
665		NJDOH, Public Health and Environmental Laboratories	SUB10428693
666		CDPHE	SUB10428765
667		self	SUB10428930
668		Chattogram Maa-O-Shishu Hospital (CMOSH)	SUB10429730
669		Chittagong General Hospital	SUB10429730
670		Chevron Clinical Laboratory (Pvt.) Ltd. (Chevron)	SUB10429730
671		University of Pretoria	SUB10432259
672		National Health Service Laboratory	SUB10432259
673		Africa Centres for Disease Control and Prevention	SUB10432298
674		Africa Centres for Disease Control and Prevention	SUB10432400
675		Africa Centres for Disease Control and Prevention	SUB10432431
676			SUB10433046
677		NJDOH, Public Health and Environmental Laboratories	SUB10433472
678		CDPHE	SUB10434424
679		CDPH VBL	SUB10434706
680		CDPHE	SUB10435261
681		CDPH VBL	SUB10435320
682		NJDOH, Public Health and Environmental Laboratories	SUB10440194
683		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB10440255
684		HCO INST FORENSIC SCI - 1861 OLD SPANISH TRAIL	SUB10440255
685		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB10440255
686		ACRES HOME MSC - 6719 W MONTGOMERY RD	SUB10440255
687		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB10440255
688		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB10440255
689		FORT BEND EMPLOYEE - 301 JACKSON STREET	SUB10440255
690		South Dakota Public Health Laboratory	SUB10440291
691		CDPH VBL	SUB10440671
692		CDPH VBL	SUB10440795
693		CDPH VBL	SUB10440806
694		CDPH VBL	SUB10440815
695		Nevada State Public Health Laboratory	SUB10441258
696		Texas Department of State Health Services	SUB10442736
697		Utah Public Health Laboratory	SUB10443192
698		CDPHE	SUB10443203
699			SUB10446393
700		Pennsylvania Department of Health Bureau of Laboratories	SUB10446783
701		Texas Department of State Health Services	SUB10446879
702		Utah Public Health Laboratory	SUB10447433
703		Texas Department of State Health Services	SUB10447497
704		PrimBio Research Institute	SUB10447874
705		CDPHE	SUB10447916
706		CDPHE	SUB10448001
707		CDPHE	SUB10448003
708		CDPHE	SUB10448004
709			SUB10448036
710		MAGNOLIA HEALTH CENTER - 7037 CAPITOL	SUB10453814
711		MEMORIAL CITY HEALTH - 1341 BLALOCK RD	SUB10453814
712		TSU - 3100 CLEBURNE ST.	SUB10453814
713		HIRAM CLARKE MSC - 3810 W FUQUA ST	SUB10453814
714		ACRES HOME MSC - 6719 W MONTGOMERY RD	SUB10453814
715		SOUTHWEST MSC- 6400 HIGH STAR DRIVE	SUB10453814
716		FBCCHS - COVID Testing - 4520 READING ROAD, SUITE A-200	SUB10453814
717		SWEENY COMMUNITY HOSPITAL - 305 N MCKINNEY ST	SUB10453814
718		NJDOH, Public Health and Environmental Laboratories	SUB10454122
719		NJDOH, Public Health and Environmental Laboratories	SUB10454142
720		CDPH VBL	SUB10454244
721		CDPH VBL	SUB10454275
722		CDPH VBL	SUB10455075
723		CDPH VBL	SUB10455100
724		CDPH VBL	SUB10455164
725		CDPHE	SUB10455295
726		CDPHE	SUB10455297
727		CDPHE	SUB10455300
728		CDPHE	SUB10460117
729		CDPHE	SUB10460273
730		Texas Department of State Health Services	SUB10460287
731		North Carolina State Laboratory of Public Health	SUB10460527
732		Instituto de Medicina Tropical Alexander Von Humboldt, Sede Cusco	SUB10460646
